#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modif. de crèdit,Crèdits totals consig.,ORN,Pagaments fets
1U006,4321,12003,Sous del grup C1,9884.84,,9884.84,4414.6,4414.6
1U007,9121,12003,Sous del grup C1,9884.84,,9884.84,,
1U008,9121,12003,Sous del Grup C1.,,,,9884.84,9884.84
1U015,4330,12003,Sous grup C1,9884.84,,9884.84,9785.38,9785.38
2U013,9209,12003,Sous del grup C1,9884.84,,9884.84,9884.84,9884.84
2U018,9205,12003,Sous del grup C1,39539.36,,39539.36,30868.2,30868.2
2U019,9250,12003,Sous del grup C1,9884.84,,9884.84,9521.37,9521.37
2U024,9320,12003,Sous del grup C1,9884.84,,9884.84,9881.38,9881.38
2U026,9320,12003,Sous del grup C1,19769.68,,19769.68,19766.22,19766.22
3U036,3200,12003,Sous del grup C1,9884.84,,9884.84,4246.4,4246.4
3U041,3320,12003,Sous del grup C1,47447.28,,47447.28,43418.91,43418.91
4U044,1511,12003,Sous del grup C1,9884.84,,9884.84,290.51,290.51
4U049,1552,12003,Sous del grup C1,9884.84,,9884.84,9881.38,9881.38
4U050,1551,12003,Sous del grup C1,19769.68,,19769.68,13887.97,13887.97
4U051,1320,12003,Sous del grup C1,69193.88,,69193.88,58274.44,58274.44
4U054,1640,12003,SOUS DEL GRUP C1,9884.84,,9884.84,9884.84,9884.84
2U017,9204,12004,Sous del grup C2,33514.32,,33514.32,33514.32,33514.32
2U019,9250,12004,Sous del grup C2,31838.6,,31838.6,31203.64,31203.64
2U022,9203,12004,Sous del Grup C2.,,,,8375.28,8375.28
2U027,9201,12004,Sous del grup C2,16757.16,,16757.16,13552.92,13552.92
2U028,9201,12004,Sous del grup C2,8378.58,,8378.58,6101.44,6101.44
3U033,2311,12004,Sous del grup C2,8378.58,,8378.58,7656.18,7656.18
3U041,3320,12004,Sous del Grup C2.,,8378.58,8378.58,8098.93,8098.93
4U042,9200,12004,Sous del Grup C2.,8378.58,,8378.58,,
4U044,1511,12004,Sous del grup C2,8378.58,,8378.58,7116.87,7116.87
4U049,9208,12004,Sous del grup C2,8378.58,,8378.58,12447.86,12447.86
4U051,1320,12004,Sous del grup C2,686944.6,-8378.58,678566.02,577405.53,577405.53
4U054,1640,12004,SOUS DEL GRUP C2,8378.58,,8378.58,8378.58,8378.58
2U019,9250,12005,Sous del grup E,15357.16,,15357.16,15351.06,15351.06
3U036,3200,12005,Sous del grup E,17092.37,,17092.37,13792.24,13792.24
3U036,3230,12005,Sous del grup E,7678.58,,7678.58,7675.53,7675.53
3U041,3320,12005,Sous del grup E,7678.58,,7678.58,7675.53,7675.53
4U042,9200,12005,Sous del Grup E.,7678.58,,7678.58,1937.93,1937.93
1U006,4321,12006,Triennis,4695.36,,4695.36,2096.93,2096.93
1U007,9121,12006,Triennis,4356.83,,4356.83,,
1U008,9121,12006,Triennis.,,,,3792.41,3792.41
1U009,9121,12006,Trienis,2339.7,,2339.7,2328.11,2328.11
1U014,4390,12006,Trienni,4515.36,,4515.36,4515.36,4515.36
1U015,4330,12006,Triennis,8089.72,,8089.72,8730.66,8730.66
1U016,4310,12006,Triennis.,,935.61,935.61,935.61,935.61
1U055,3301,12006,Triennis,935.88,-935.61,0.27,,
1U055,4320,12006,Triennis,467.92,,467.92,467.8,467.8
1U058,9121,12006,Triennis.,,,,564.27,564.27
2U013,9209,12006,Triennis,4695.34,,4695.34,4695.34,4695.34
2U016,4310,12006,Triennis,467.94,,467.94,,
2U017,9204,12006,Triennis,10641.65,,10641.65,10273.13,10273.13
2U018,9205,12006,Triennis,11606.78,,11606.78,8122.55,8122.55
2U019,9250,12006,Triennis,15459.57,,15459.57,14064.38,14064.38
2U020,9203,12006,Triennis,3668.73,,3668.73,3668.73,3668.73
2U021,9207,12006,Triennis,1096.89,,1096.89,1156.04,1156.04
2U022,9203,12006,Triennis,17622.41,,17622.41,15677.74,15677.74
2U023,9203,12006,Triennis,1128.84,,1128.84,1535.87,1535.87
2U024,9320,12006,Triennis,3923.97,,3923.97,3768.94,3768.94
2U026,9320,12006,Triennis,8408.82,,8408.82,8407.29,8407.29
2U027,9201,12006,Triennis,7309.25,,7309.25,6930.21,6930.21
2U028,9201,12006,Triennis,3003.12,,3003.12,2186.88,2186.88
2U029,9310,12006,Triennis,14407.82,,14407.82,14407.82,14407.82
2U061,9204,12006,Triennis.,,,,351.17,351.17
3U033,2310,12006,Triennis,467.94,,467.94,448.69,448.69
3U033,2311,12006,Triennis,3419.06,,3419.06,1445.49,1445.49
3U033,2330,12006,Triennis,1403.8,,1403.8,1341.98,1341.98
3U036,3200,12006,Triennis,4990.1,,4990.1,2313.2,2313.2
3U036,3230,12006,Triennis,188.58,,188.58,188.5,188.5
3U038,3221,12006,Triennis,2976.36,,2976.36,2976.36,2976.36
3U041,3320,12006,Triennis,3831.86,250.24,4082.1,3885.49,3885.49
4U042,9200,12006,Triennis.,4160.62,,4160.62,2479.72,2479.72
4U043,1512,12006,Triennis,3215.92,,3215.92,3215.02,3215.02
4U044,1511,12006,Triennis,6567.22,,6567.22,669.95,669.95
4U044,1514,12006,Triennis,1403.82,,1403.82,723.28,723.28
4U045,1513,12006,Triennis,1065.54,,1065.54,1065.54,1065.54
4U045,1610,12006,Triennis.,,,,778.81,778.81
4U046,1552,12006,Triennis,1128.84,,1128.84,1126.0,1126.0
4U046,1610,12006,Triennis,1128.84,,1128.84,341.2,341.2
4U049,1552,12006,Triennis,3611.82,,3611.82,3610.55,3610.55
4U049,9208,12006,Triennis,2502.62,,2502.62,2547.97,2547.97
4U050,1551,12006,Triennis,8149.2,,8149.2,5785.02,5785.02
4U051,1320,12006,Triennis,155878.36,-250.24,155628.12,137149.03,137149.03
4U052,1610,12006,Triennis,5147.34,,5147.34,5147.34,5147.34
4U052,1620,12006,Triennis,4679.4,,4679.4,4678.0,4678.0
4U054,1640,12006,TRIENNIS,4334.18,,4334.18,4334.18,4334.18
9U003,9125,12006,Triennis,935.88,,935.88,935.61,935.61
1U006,4321,12100,Complement de destinació,4899.02,,4899.02,2194.84,2194.84
1U007,9121,12100,Complement de destinació,15923.74,,15923.74,,
1U008,9121,12100,Complement de destinació.,,,,4270.14,4270.14
1U009,9121,12100,Complements de destinació,4899.02,,4899.02,4875.69,4875.69
1U014,4390,12100,Complement destí,8160.88,,8160.88,8622.0,8622.0
1U015,4330,12100,Complement de destinació,18967.2,,18967.2,18271.64,18271.64
1U016,4310,12100,Complement de destinació.,,6153.36,6153.36,6153.36,6153.36
1U055,3301,12100,Complement de destinació,6155.8,-6153.36,2.44,,
1U055,4320,12100,Complement de destinació,4899.02,,4899.02,4899.3,4899.3
1U058,9121,12100,Complement de destinació.,,,,11648.98,11648.98
2U013,9209,12100,Complement de destinació,4270.14,,4270.14,4270.14,4270.14
2U016,4310,12100,Complement de destinació,4899.02,,4899.02,,
2U017,9204,12100,Complement de destinació,51500.54,,51500.54,40100.45,40100.45
2U018,9205,12100,Complement de destinació,18966.36,,18966.36,14215.08,14215.08
2U019,9250,12100,Complement de destinació,36613.92,,36613.92,31611.82,31611.82
2U020,9203,12100,Complement de destinació,11653.6,,11653.6,11653.6,11653.6
2U021,9207,12100,Complement de destinació,7137.76,,7137.76,6638.19,6638.19
2U022,9203,12100,Complement de destinació,45201.8,,45201.8,44183.15,44183.15
2U023,9203,12100,Complement de destinació,7137.76,,7137.76,7134.93,7134.93
2U024,9320,12100,Complement de destinació,25721.78,,25721.78,24636.19,24636.19
2U026,9320,12100,Complement de destinació,14798.53,,14798.53,11405.07,11405.07
2U027,9201,12100,Complement de destinació,32498.06,,32498.06,29318.28,29318.28
2U028,9201,12100,Complement de destinació,3640.98,,3640.98,2652.72,2652.72
2U029,9310,12100,Complement de destinació,32024.02,,32024.02,32024.02,32024.02
2U061,9204,12100,Complement de destinació.,,,,11653.6,11653.6
3U033,2310,12100,Complement de destinació,4899.02,,4899.02,4704.18,4704.18
3U033,2311,12100,Complement de destinació,19813.58,,19813.58,8854.41,8854.41
3U033,2330,12100,Complement de destinació,9798.04,,9798.04,9292.6,9292.6
3U036,3200,12100,Complement de destinació,11675.29,,11675.29,7838.23,7838.23
3U036,3230,12100,Complement de destinació,3326.68,,3326.68,3334.73,3334.73
3U038,3221,12100,Complement de destinació,8160.88,,8160.88,8160.88,8160.88
3U041,3320,12100,Complement de destinació,23823.38,3640.98,27464.36,25593.39,25593.39
3U041,3380,12100,Complement de destinació,4899.02,,4899.02,2910.25,2910.25
4U042,9200,12100,Complement de destinació.,16765.7,,16765.7,11171.81,11171.81
4U043,1512,12100,Complement de destinació,15930.6,,15930.6,15924.28,15924.28
4U044,1511,12100,Complement de destinació,7911.12,,7911.12,3224.95,3224.95
4U044,1514,12100,Complement de destinació,4899.02,,4899.02,2556.44,2556.44
4U045,1513,12100,Complement de destinació,6155.8,,6155.8,6436.36,6436.36
4U045,1610,12100,Complement de destinació.,,,,4350.59,4350.59
4U046,1552,12100,Complement de destinació,11653.6,,11653.6,11625.85,11625.85
4U046,1610,12100,Complement destinació,6155.8,,6155.8,1758.8,1758.8
4U049,1552,12100,Complement de destinació,4899.02,,4899.02,4897.08,4897.08
4U049,9208,12100,Complement de destinació,3640.98,,3640.98,5409.69,5409.69
4U050,1551,12100,Complement de destinació,20829.62,,20829.62,17921.32,17921.32
4U051,1320,12100,Complement de destinació,469399.34,-3640.98,465758.36,401891.25,401891.25
4U052,1610,12100,Complement de destinació,6155.8,,6155.8,6155.8,6155.8
4U052,1620,12100,Complement de destinació,6155.8,,6155.8,6153.36,6153.36
4U054,1640,12100,COMPLEMENT DE DESTINACIO,8540.0,,8540.0,8540.0,8540.0
9U003,9125,12100,Complement de destinació,7459.53,,7459.53,4897.08,4897.08
1U006,4321,12101,Complement específic,10175.34,,10175.34,4558.72,4558.72
1U007,9121,12101,Complement específic,25103.26,,25103.26,,
1U008,9121,12101,Complement específic.,,,,9016.0,9016.0
1U009,9121,12101,Complements específic,9127.72,,9127.72,9084.25,9084.25
1U014,4390,12101,Complement Específic,12744.34,,12744.34,12805.42,12805.42
1U015,4330,12101,Complement específic,35035.28,,35035.28,33920.8,33920.8
1U016,4310,12101,Complement específic.,,9724.73,9724.73,9736.82,9736.82
1U055,3301,12101,Complement específic,9728.6,-9724.73,3.87,,
1U055,4320,12101,Complement específic,10248.14,,10248.14,10042.52,10042.52
1U058,9121,12101,Complement específic.,,,,16099.62,16099.62
2U013,9209,12101,Complement específic,8623.3,,8623.3,8623.3,8623.3
2U016,4310,12101,Complement específic,9337.72,,9337.72,,
2U017,9204,12101,Complement específic,92717.24,,92717.24,77316.63,77316.63
2U018,9205,12101,Complement específic,42500.64,,42500.64,33994.02,33994.02
2U019,9250,12101,Complement específic,86778.94,,86778.94,81260.53,81260.53
2U020,9203,12101,Complement específic,15745.1,,15745.1,15745.1,15745.1
2U021,9207,12101,Complement específic,11011.14,,11011.14,10041.1,10041.1
2U022,9203,12101,Complement específic,67567.08,,67567.08,73285.17,73285.17
2U023,9203,12101,Complement específic,18864.16,,18864.16,18872.08,18872.08
2U024,9320,12101,Complement específic,42647.08,,42647.08,40768.34,40768.34
2U026,9320,12101,Complement específic,34174.49,,34174.49,30088.05,30088.05
2U027,9201,12101,Complement específic,46719.4,,46719.4,41493.52,41493.52
2U028,9201,12101,Complement específic,6469.4,,6469.4,4713.44,4713.44
2U029,9310,12101,Complement específic,48890.1,,48890.1,48890.1,48890.1
2U061,9204,12101,Complement específic.,,,,15746.22,15746.22
3U033,2310,12101,Complement específic,10530.52,,10530.52,10121.88,10121.88
3U033,2311,12101,Complement específic,40861.71,,40861.71,18251.25,18251.25
3U033,2330,12101,Complement específic,21306.88,,21306.88,20232.38,20232.38
3U036,3200,12101,Complement específic,32351.24,,32351.24,24283.16,24283.16
3U036,3230,12101,Complement específic,12009.76,,12009.76,12061.2,12061.2
3U038,3221,12101,Complement específic,9304.4,,9304.4,9304.4,9304.4
3U041,3320,12101,Complement específic,47908.28,6939.94,54848.22,50793.2,50793.2
3U041,3380,12101,Complement específic,14049.7,,14049.7,8357.82,8357.82
4U042,9200,12101,Complement específic.,42812.28,,42812.28,21660.98,21660.98
4U043,1512,12101,Complement específic,23249.38,,23249.38,23265.28,23265.28
4U044,1511,12101,Complement específic,19331.9,,19331.9,9477.48,9477.48
4U044,1514,12101,Complement específic,10032.4,,10032.4,5246.6,5246.6
4U045,1513,12101,Complement específic,11406.5,,11406.5,11528.94,11528.94
4U045,1610,12101,Complement específic.,,,,7462.0,7462.0
4U046,1552,12101,Complement específic,16077.18,,16077.18,16038.9,16038.9
4U046,1610,12101,Complement específic,10542.0,,10542.0,3012.0,3012.0
4U049,1552,12101,Complement específic,13480.6,,13480.6,13488.56,13488.56
4U049,9208,12101,Complement específic,13912.78,,13912.78,20414.54,20414.54
4U050,1551,12101,Complement específic,45221.96,,45221.96,39203.69,39203.69
4U051,1320,12101,Complement específic,1667786.04,-6939.94,1660846.1,1373235.89,1373235.89
4U052,1610,12101,Complement específic,13698.58,,13698.58,13698.58,13698.58
4U052,1620,12101,Complement específic,12298.02,,12298.02,12309.84,12309.84
4U054,1640,12101,COMPLEMENT ESPECIFIC,18470.34,,18470.34,18470.34,18470.34
9U003,9125,12101,Complement específic,14301.36,,14301.36,9427.64,9427.64
1U006,4321,12103,Altres complements,8759.94,,8759.94,3924.6,3924.6
1U007,9121,12103,Altres complements,3276.28,,3276.28,,
1U008,9121,12103,Altres complements.,,,,2439.22,2439.22
1U009,9121,12103,Altres complements,3281.6,,3281.6,3265.97,3265.97
1U014,4390,12103,Altres complements,1988.98,,1988.98,1988.98,1988.98
1U015,4330,12103,Altres complements,9147.74,,9147.74,8755.0,8755.0
1U016,4310,12103,Altres complements.,,4067.21,4067.21,4067.21,4067.21
1U055,3301,12103,Altres complements,4068.82,-4067.21,1.61,,
1U055,4320,12103,Altres complements,567.84,,567.84,567.59,567.59
1U058,9121,12103,Altres complements.,,,,836.73,836.73
2U013,9209,12103,Altres complements,3277.54,,3277.54,3277.54,3277.54
2U016,4310,12103,Altres complements,586.04,,586.04,,
2U017,9204,12103,Altres complements,12005.56,,12005.56,11959.09,11959.09
2U018,9205,12103,Altres complements,19239.5,,19239.5,12573.13,12573.13
2U019,9250,12103,Altres complements,18487.98,,18487.98,16614.68,16614.68
2U020,9203,12103,Altres complements,955.64,,955.64,955.64,955.64
2U021,9207,12103,Altres complements,754.6,,754.6,5634.15,5634.15
2U022,9203,12103,Altres complements,11233.74,,11233.74,10349.1,10349.1
2U023,9203,12103,Altres complements,2500.4,,2500.4,2499.41,2499.41
2U024,9320,12103,Altres complements,4141.06,,4141.06,3841.37,3841.37
2U026,9320,12103,Altres complements,6305.81,,6305.81,6060.91,6060.91
2U027,9201,12103,Altres complements,7122.22,,7122.22,6348.27,6348.27
2U028,9201,12103,Altres complements,2115.82,,2115.82,1541.53,1541.53
2U029,9310,12103,Altres complements,10201.52,,10201.52,10201.52,10201.52
2U061,9204,12103,Altres complements.,,,,955.64,955.64
3U033,2310,12103,Altres complements,586.74,,586.74,563.39,563.39
3U033,2311,12103,Altres complements,4720.4,,4720.4,3564.33,3564.33
3U033,2330,12103,Altres complements,5289.76,,5289.76,5042.35,5042.35
3U036,3200,12103,Altres complements,4872.84,,4872.84,3318.05,3318.05
3U036,3230,12103,Altres complements,401.66,,401.66,401.5,401.5
3U038,3221,12103,Altres complements,2299.36,,2299.36,2299.36,2299.36
3U041,3320,12103,Altres complements,10027.36,2679.46,12706.82,11831.58,11831.58
3U041,3380,12103,Altres complements,585.9,,585.9,348.06,348.06
4U042,9200,12103,Altres complements.,3702.16,,3702.16,1722.74,1722.74
4U043,1512,12103,Altres complements,2708.3,,2708.3,2707.22,2707.22
4U044,1511,12103,Altres complements,5165.86,,5165.86,1895.83,1895.83
4U044,1514,12103,Altres complements,3102.26,,3102.26,1618.86,1618.86
4U045,1513,12103,Altres complements,1669.64,,1669.64,1669.64,1669.64
4U045,1610,12103,Altres complements.,,,,1327.64,1327.64
4U046,1552,12103,Altres complemets,457.94,,457.94,456.85,456.85
4U046,1610,12103,Altres complements,1878.52,,1878.52,536.72,536.72
4U049,1552,12103,Altres complements,3244.92,,3244.92,3243.63,3243.63
4U049,9208,12103,Altres complements,2420.88,,2420.88,2600.28,2600.28
4U050,1551,12103,Altres complements,9925.44,,9925.44,8091.14,8091.14
4U051,1320,12103,Altres complements,269550.47,-2679.46,266871.01,230552.05,230552.05
4U052,1610,12103,Altres complements,17967.88,,17967.88,17967.88,17967.88
4U052,1620,12103,Altres complements,4753.0,,4753.0,4751.11,4751.11
4U054,1640,12103,ALTRES COMPLEMENTS,3903.06,,3903.06,3903.06,3903.06
9U003,9125,12103,Altres complements,917.53,,917.53,611.0,611.0
1U006,4321,1210301,Liquidació vacances personal funcionari,,,,112.74,112.74
4U042,9200,1210301,Liquidació vacances personal funcionari,,,,526.15,526.15
4U049,9208,1210301,Liquidació vacances personal funcionari,,,,61.99,61.99
1U001,9120,1210303,Incapacitat temporal,,,,783.0,783.0
1U005,9120,1210303,Incapacitat temporal,,,,779.98,779.98
1U015,4330,1210303,Incapacitat temporal,,,,1223.19,1223.19
1U016,4310,1210303,Incapacitat temporal,,,,563.98,563.98
2U017,9204,1210303,Incapacitat temporal,,,,55.16,55.16
2U018,9205,1210303,Incapacitat temporal,,,,29181.75,29181.75
2U019,9250,1210303,Incapacitat temporal,,,,1502.75,1502.75
2U021,9207,1210303,Incapacitat temporal,,,,766.87,766.87
2U022,9203,1210303,Incapacitat temporal,,,,10716.54,10716.54
2U024,9320,1210303,Incapacitat temporal,,,,930.87,930.87
2U027,9201,1210303,Incapacitat temporal,,,,3926.5,3926.5
2U028,9201,1210303,Incapacitat temporal,,,,4931.63,4931.63
3U033,2311,1210303,Incapacitat temporal,,,,453.6,453.6
3U033,2330,1210303,Incapacitat temporal,,,,1523.56,1523.56
3U041,3320,1210303,Incapacitat temporal,,,,345.11,345.11
3U041,3380,1210303,Incapacitat temporal,,,,565.06,565.06
4U042,9200,1210303,Incapacitat temporal,,,,8317.12,8317.12
4U044,1511,1210303,Incapacitat temporal,,,,720.96,720.96
4U044,1514,1210303,Incapacitat temporal,,,,900.86,900.86
4U049,9208,1210303,Incapacitat temporal,,,,95.11,95.11
4U050,1551,1210303,Incapacitat temporal,,,,768.46,768.46
4U051,1320,1210303,Incapacitat temporal,,,,191553.35,191553.35
,,,Personal funcionari,6549424.4,,6549424.4,5920198.07,5920198.07
1U005,4321,13000,Retribucions bàsiques.,,,,9180.92,9180.92
1U005,9202,13000,Altres complements,11913.56,11085.25,22998.81,11911.21,11911.21
1U006,4321,13000,Retribucions bàsiques,100469.44,-22603.27,77866.17,46347.27,46347.27
1U007,9121,13000,Retribucions bàsiques,20281.38,,20281.38,,
1U008,9121,13000,Retribucions bàsiques.,,,,15925.7,15925.7
1U009,9121,13000,Retribucions bàsiques,38641.32,14392.8,53034.12,38597.93,38597.93
1U009,9261,13000,Retribucions bàsiques.,,,,9732.94,9732.94
1U010,9122,13000,Retribucions bàsiques,27148.8,,27148.8,,
1U010,9240,13000,Retribucions bàsiques,14058.64,,14058.64,,
1U010,9241,13000,Retribucions bàsiques,28981.26,,28981.26,,
1U011,2320,13000,Retribucions bàsiques,48209.98,,48209.98,,
1U012,3370,13000,Retribucions bàsiques,29984.02,,29984.02,,
1U014,2410,13000,Retribucions bàsiques.,,,,499.37,499.37
1U014,4390,13000,Retribucions bàsiques,24625.16,,24625.16,27144.25,27144.25
1U015,2410,13000,Retribucions bàsiques.,,13501.56,13501.56,6342.2,6342.2
1U015,4330,13000,Retribucions bàsiques,14533.82,,14533.82,23280.87,23280.87
1U016,4310,13000,Retribucions bàsiques,23000.88,,23000.88,23382.78,23382.78
1U055,4320,13000,Retribucions bàsiques,34394.89,,34394.89,18443.15,18443.15
1U059,2310,13000,Retribucions bàsiques.,,5774.08,5774.08,64805.68,64805.68
1U059,2321,13000,Retribucions bàsiques.,,,,13208.99,13208.99
1U059,9122,13000,Retribucions bàsiques.,,,,27021.96,27021.96
1U059,9240,13000,Retribucions bàsiques.,,,,15904.98,15904.98
1U059,9241,13000,Retribucions bàsiques.,,,,22670.24,22670.24
1U059,9242,13000,Retribucions bàsiques.,,,,7266.91,7266.91
1U060,2320,13000,Retribucions bàsiques.,,,,43425.2,43425.2
1U060,3370,13000,Retribucions bàsiques.,,,,21124.65,21124.65
1U062,2410,13000,Retribucions bàsiques.,,79297.08,79297.08,32972.55,32972.55
1U063,2410,13000,Retribucions bàsiques.,,28478.64,28478.64,24645.6,24645.6
1U064,2410,13000,Retribucions bàsiques.,,68420.22,68420.22,66276.01,66276.01
1U065,2410,13000,Retribucions bàsiques.,,24526.88,24526.88,12705.15,12705.15
1U066,9261,13000,Retribucions bàsiques.,,168348.82,168348.82,77917.83,77917.83
2U004,2410,13000,Retribucions bàsiques.,,14739.0,14739.0,7607.93,7607.93
2U004,9125,13000,Retribucions bàsiques.,,,,30458.62,30458.62
2U013,9209,13000,Retribucions bàsiques,12270.58,,12270.58,12270.58,12270.58
2U017,9204,13000,Retribucions bàsiques,51019.64,,51019.64,23805.42,23805.42
2U018,9205,13000,Retribucions bàsiques,171536.79,,171536.79,164688.88,164688.88
2U019,9250,13000,Retribucions bàsiques,132773.9,,132773.9,117596.23,117596.23
2U021,9207,13000,Retribucions bàsiques,44917.98,,44917.98,41351.84,41351.84
2U022,9203,13000,Retribucions bàsiques,72756.1,,72756.1,72098.88,72098.88
2U023,9203,13000,Retribucions bàsiques,38408.4,-9180.92,29227.48,23002.17,23002.17
2U024,9320,13000,Retribucions bàsiques,21426.14,,21426.14,20400.51,20400.51
2U025,9320,13000,Retribucions bàsiques,50717.0,,50717.0,50706.93,50706.93
2U026,9320,13000,Retribucions bàsiques.,,,,4587.96,4587.96
2U027,9201,13000,Retribucions bàsiques,31580.24,,31580.24,28241.54,28241.54
2U028,9201,13000,Retribucions bàsiques,30802.1,,30802.1,30802.1,30802.1
2U029,9310,13000,Retribucions bàsiques,8467.06,,8467.06,8465.37,8465.37
2U030,9310,13000,Retribucions bàsiques,49322.26,,49322.26,42150.46,42150.46
2U056,9207,13000,Retribucions bàsiques,29799.71,,29799.71,29279.71,29279.71
3U031,9206,13000,Retribucions bàsiques.,85691.44,1960.78,87652.22,70234.57,70234.57
3U032,2310,13000,Retribucions bàsiques,16773.86,10692.06,27465.92,21861.95,21861.95
3U033,2311,13000,Retribucions bàsiques,261716.86,11496.11,273212.97,272321.93,272321.93
3U033,2321,13000,Retribucions bàsiques,9574.66,,9574.66,8932.15,8932.15
3U033,2330,13000,Retribucions bàsiques,145943.25,4412.43,150355.68,146606.47,146606.47
3U034,2310,13000,Retribucions bàsiques,61189.88,,61189.88,,
3U034,2321,13000,Retribucions bàsiques,16095.06,,16095.06,,
3U035,3130,13000,Retribucions bàsiques,95016.61,,95016.61,95070.51,95070.51
3U036,3200,13000,Retribucions bàsiques,217546.14,17762.26,235308.4,222129.67,222129.67
3U036,3230,13000,Retribucions bàsiques,15484.14,,15484.14,15484.14,15484.14
3U037,3213,13000,Retribucions basiques,232374.92,,232374.92,214073.39,214073.39
3U038,3221,13000,Retribucions bàsiques,253812.14,,253812.14,245037.2,244903.21
3U039,3222,13000,Retribucions bàsiques,329458.29,,329458.29,324229.56,324229.56
3U040,3410,13000,Retribucions bàsiques,29617.7,,29617.7,29297.05,29297.05
3U040,3420,13000,Retribucions bàsiques,44033.44,,44033.44,43620.66,43620.66
3U041,3320,13000,Retribucions bàsiques,18393.04,,18393.04,14347.83,14347.83
3U041,3340,13000,retribucions basiques,63148.04,,63148.04,68282.82,68282.82
3U041,3350,13000,Retribucions bàsiques,31231.84,,31231.84,29981.49,29981.49
