#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modif. de crèdit,Crèdits totals consig.,ORN,Pagaments fets
1U009,9121,12001,Sous del grup A2,12906.52,,12906.52,12203.25,12203.25
1U014,4390,12001,Sous del Grup A2.,,,,,
1U015,4330,12001,Sous del Grup A2.,,,,7543.98,7543.98
1U055,4320,12001,Sous del Grup A2.,,,,,
2U015,4330,12001,Sous del grup A2,25813.02,,25813.02,16227.08,16227.08
2U017,9204,12001,Sous del grup A2,38719.54,,38719.54,36621.41,36621.41
2U019,9250,12001,Sous del grup A2,12906.52,,12906.52,11500.01,11500.01
2U024,9320,12001,Sous del grup A2,25813.02,,25813.02,22560.24,22560.24
2U027,9201,12001,Sous del grup A2,12906.52,,12906.52,9458.07,9458.07
2U029,9310,12001,Sous del grup A2,12906.5,,12906.5,12139.32,12139.32
3U033,2310,12001,Sous del grup A2,12906.52,,12906.52,12203.26,12203.26
3U033,2311,12001,Sous del grup A2,32613.74,,32613.74,23223.79,23223.79
3U033,2330,12001,Sous del grup A2,25813.02,,25813.02,24118.81,24118.81
3U041,3380,12001,Sous del grup A2,12906.52,,12906.52,12207.14,12207.14
4U042,9210,12001,Sous del grup A2,25813.04,,25813.04,23771.08,23771.08
4U044,1514,12001,Sous del grup A2,12906.52,,12906.52,12203.26,12203.26
4U045,1513,12001,Sous del grup A2,12906.52,,12906.52,11979.49,11979.49
4U049,9208,12001,Sous del Grup A2.,,,,,
4U051,1320,12001,Sous del grup A2,25813.04,,25813.04,24414.28,24414.28
4U052,1610,12001,Sous del grup A2,12906.52,,12906.52,12203.26,12203.26
4U052,1620,12001,Sous del grup A2,12906.52,,12906.52,12203.26,12203.26
9U003,9125,12001,Sous del grup A2,19722.71,,19722.71,12203.26,12203.26
1U014,4390,12002,Sous del Grup B.,,,,,
1U055,4320,12002,Sous del Grup B.,,,,,
4U049,9208,12002,Sous del Grup B.,,,,,
1U006,4321,12003,Sous del grup C1,9884.86,,9884.86,9262.55,9262.55
1U007,9121,12003,Sous del grup C1,9884.86,,9884.86,9262.55,9262.55
1U014,4390,12003,Sous del Grup C1.,,,,,
1U015,4330,12003,Sous del Grup C1.,,,,2880.08,2880.08
1U055,4320,12003,Sous del Grup C1.,,,,,
2U013,9209,12003,Sous del grup C1,9884.84,,9884.84,7939.05,7939.05
2U015,4330,12003,Sous del grup C1,9884.82,,9884.82,6379.0,6379.0
2U018,9205,12003,Sous del grup C1,39539.34,,39539.34,31043.07,31043.07
2U019,9250,12003,Sous del grup C1,9884.86,,9884.86,9259.08,9259.08
2U024,9320,12003,Sous del grup C1,9884.84,,9884.84,9259.08,9259.08
2U026,9320,12003,Sous del grup C1,19769.7,,19769.7,17225.59,17225.59
2U027,9201,12003,Sous del Grup C1.,,,,,
3U036,3200,12003,Sous del grup C1,9884.84,,9884.84,9259.08,9259.08
3U041,3320,12003,Sous del grup C1,47447.26,,47447.26,37640.6,37640.6
4U044,1511,12003,Sous del grup C1,9884.84,,9884.84,5878.45,5878.45
4U049,1552,12003,Sous del grup C1,9884.86,,9884.86,9259.08,9259.08
4U049,9208,12003,Sous del Grup C1.,,,,,
4U050,1551,12003,Sous del grup C1,19769.68,,19769.68,18497.6,18497.6
4U051,1320,12003,Sous del grup C1,69193.84,,69193.84,64815.08,64815.08
4U054,1640,12003,SOUS DEL GRUP C1,9884.86,,9884.86,11899.43,11899.43
1U014,4390,12004,Sous del Grup C2.,,,,,
1U055,4320,12004,Sous del Grup C2.,,,,,
2U017,9204,12004,Sous del grup C2,33514.3,,33514.3,31139.15,31139.15
2U019,9250,12004,Sous del grup C2,31838.58,,31838.58,27613.86,27613.86
2U027,9201,12004,Sous del grup C2,16757.16,,16757.16,15523.03,15523.03
2U028,9201,12004,Sous del grup C2,8378.58,,8378.58,5307.9,5307.9
3U033,2311,12004,Sous del grup C2,8378.58,,8378.58,7701.59,7701.59
3U033,2330,12004,Sous del grup C2,2135.32,,2135.32,,
4U042,9210,12004,Sous del grup C2,8378.56,,8378.56,7481.87,7481.87
4U044,1511,12004,Sous del grup C2,8378.58,,8378.58,7721.58,7721.58
4U048,9208,12004,Sous del grup C2,8378.6,,8378.6,5384.49,5384.49
4U049,9208,12004,Sous del Grup C2.,,,,2397.0,2397.0
4U051,1320,12004,Sous del grup C2,670991.37,,670991.37,565964.79,565964.79
4U054,1640,12004,Sous del Grup C2.,,,,,
1U014,4390,12005,Sous del Grup E.,,,,,
1U055,4320,12005,Sous del Grup E.,,,,,
2U019,9250,12005,Sous del grup E,15357.18,,15357.18,14238.9,14238.9
3U036,3200,12005,Sous del grup E,13175.53,,13175.53,12127.33,12127.33
3U036,3230,12005,Sous del grup E,7678.58,,7678.58,7130.11,7130.11
3U041,3320,12005,Sous del grup E,7678.56,,7678.56,7127.06,7127.06
4U042,9210,12005,Sous del grup E,7678.58,,7678.58,3126.28,3126.28
4U049,9208,12005,Sous del Grup E.,,,,,
1U006,4321,12006,Triennis,4537.48,,4537.48,4245.57,4245.57
1U007,9121,12006,Triennis,4176.22,,4176.22,3922.46,3922.46
1U009,3301,12006,Triennis,1403.82,,1403.82,1327.49,1327.49
1U009,9121,12006,Trienis,1931.88,,1931.88,1804.57,1804.57
1U014,4390,12006,Triennis.,,,,1364.8,1364.8
1U015,4330,12006,Triennis.,,,,2076.92,2076.92
1U055,4320,12006,Triennis.,,,,,
2U013,9209,12006,Triennis,4383.2,,4383.2,3490.71,3490.71
2U015,4330,12006,Triennis,11689.74,,11689.74,7478.08,7478.08
2U017,9204,12006,Triennis,9239.14,,9239.14,8887.82,8887.82
2U018,9205,12006,Triennis,11143.96,,11143.96,8245.43,8245.43
2U019,9250,12006,Triennis,14622.27,,14622.27,13549.98,13549.98
2U020,9203,12006,Triennis,3078.0,,3078.0,2920.14,2920.14
2U021,9207,12006,Triennis,814.68,,814.68,768.62,768.62
2U022,9203,12006,Triennis,14567.63,,14567.63,15528.24,15528.24
2U023,9203,12006,Triennis,1128.84,,1128.84,1076.22,1076.22
2U024,9320,12006,Triennis,2698.02,,2698.02,2654.51,2654.51
2U026,9320,12006,Triennis,8307.14,,8307.14,7261.9,7261.9
2U027,9201,12006,Triennis,4623.96,,4623.96,4594.6,4594.6
2U028,9201,12006,Triennis,3003.12,,3003.12,1902.52,1902.52
2U029,9310,12006,Triennis,13539.91,,13539.91,12866.69,12866.69
3U033,2310,12006,Triennis,467.94,,467.94,442.45,442.45
3U033,2311,12006,Triennis,3134.05,,3134.05,2754.24,2754.24
3U033,2330,12006,Triennis,1369.05,,1369.05,1275.19,1275.19
3U036,3200,12006,Triennis,4689.76,,4689.76,4380.16,4380.16
3U036,3230,12006,Triennis,188.58,,188.58,175.11,175.11
3U038,3221,12006,Triennis,2822.1,,2822.1,2690.55,2690.55
3U041,3320,12006,Triennis,3575.96,,3575.96,2843.88,2843.88
4U042,9210,12006,Triennis,3295.26,,3295.26,2065.17,2065.17
4U043,1512,12006,Triennis,2725.62,,2725.62,2689.82,2689.82
4U044,1511,12006,Triennis,9223.96,,9223.96,4563.89,4563.89
4U044,1514,12006,Triennis,1403.82,,1403.82,1327.35,1327.35
4U045,1513,12006,Triennis,935.88,,935.88,868.67,868.67
4U045,1552,12006,Triennis,1128.84,,1128.84,326.58,326.58
4U046,1552,12006,Triennis,2413.1,,2413.1,1337.56,1337.56
4U046,1610,12006,Triennis.,,,,338.36,338.36
4U048,9208,12006,Triennis,2484.7,,2484.7,1590.42,1590.42
4U049,1552,12006,Triennis,3585.49,,3585.49,3356.93,3356.93
4U049,1610,12006,Triennis.,,,,,
4U049,9208,12006,Triennis.,,,,716.0,716.0
4U050,1551,12006,Triennis,7272.64,,7272.64,6785.28,6785.28
4U051,1320,12006,Triennis,147041.77,,147041.77,125665.18,125665.18
4U052,1610,12006,Triennis,5868.36,,5868.36,5179.78,5179.78
4U052,1620,12006,Triennis,4679.4,,4679.4,4424.49,4424.49
4U054,1640,12006,TRIENNIS,4334.16,,4334.16,3861.44,3861.44
9U003,9125,12006,Triennis,667.14,,667.14,616.3,616.3
1U006,4321,12100,Complement de destinació,12739.19,,12739.19,9106.43,9106.43
1U007,9121,12100,Complement de destinació,15923.74,,15923.74,14781.71,14781.71
1U009,3301,12100,Complement de destinació,11054.82,,11054.82,10262.75,10262.75
1U009,9121,12100,Complements de destinació,4899.02,,4899.02,4547.15,4547.15
1U014,4390,12100,Complement de destinació.,,,,2331.68,2331.68
1U015,4330,12100,Complement de destinació.,,,,3972.82,3972.82
1U055,4320,12100,Complement de destinació.,,,,,
2U013,9209,12100,Complement de destinació,4270.14,,4270.14,3404.26,3404.26
2U015,4330,12100,Complement de destinació,22229.06,,22229.06,14099.85,14099.85
2U017,9204,12100,Complement de destinació,51818.92,,51818.92,47648.59,47648.59
2U018,9205,12100,Complement de destinació,18966.36,,18966.36,14327.05,14327.05
2U019,9250,12100,Complement de destinació,36613.92,,36613.92,32677.73,32677.73
2U020,9203,12100,Complement de destinació,10543.73,,10543.73,9711.33,9711.33
2U021,9207,12100,Complement de destinació,7137.76,,7137.76,6610.93,6610.93
2U022,9203,12100,Complement de destinació,53767.14,,53767.14,42908.1,42908.1
2U023,9203,12100,Complement de destinació,7137.76,,7137.76,6627.92,6627.92
2U024,9320,12100,Complement de destinació,25721.78,,25721.78,23206.29,23206.29
2U026,9320,12100,Complement de destinació,18496.44,,18496.44,10059.45,10059.45
2U027,9201,12100,Complement de destinació,28461.6,,28461.6,23112.39,23112.39
2U028,9201,12100,Complement de destinació,3640.98,,3640.98,2305.95,2305.95
2U029,9310,12100,Complement de destinació,32024.02,,32024.02,29673.65,29673.65
3U033,2310,12100,Complement de destinació,4899.02,,4899.02,4547.15,4547.15
3U033,2311,12100,Complement de destinació,15999.53,,15999.53,12007.5,12007.5
3U033,2330,12100,Complement de destinació,10885.91,,10885.91,8989.33,8989.33
3U036,3200,12100,Complement de destinació,9978.35,,9978.35,9226.81,9226.81
3U036,3230,12100,Complement de destinació,3326.68,,3326.68,3089.06,3089.06
3U038,3221,12100,Complement de destinació,8160.88,,8160.88,7577.96,7577.96
3U041,3320,12100,Complement de destinació,23823.38,,23823.38,19231.27,19231.27
3U041,3380,12100,Complement de destinació,4899.02,,4899.02,4668.99,4668.99
4U042,9210,12100,Complement de destinació,16765.7,,16765.7,13466.82,13466.82
4U043,1512,12100,Complement de destinació,15930.6,,15930.6,14786.38,14786.38
4U044,1511,12100,Complement de destinació,15048.88,,15048.88,7516.52,7516.52
4U044,1514,12100,Complement de destinació,4899.02,,4899.02,4547.15,4547.15
4U045,1513,12100,Complement de destinació,6155.8,,6155.8,5611.06,5611.06
4U045,1552,12100,Complement de destinació,11653.6,,11653.6,5288.18,5288.18
4U046,1552,12100,Complemet destí,9774.8,,9774.8,7627.41,7627.41
4U046,1610,12100,Complement de destinació.,,,,1744.14,1744.14
4U048,9208,12100,Complement de destinació,3640.98,,3640.98,2339.19,2339.19
4U049,1552,12100,Complement de destinació,4899.02,,4899.02,4547.15,4547.15
4U049,1610,12100,Complement de destinació.,,,,,
4U049,9208,12100,Complement de destinació.,,,,1040.28,1040.28
4U050,1551,12100,Complement de destinació,20829.62,,20829.62,19324.31,19324.31
4U051,1320,12100,Complement de destinació,460159.25,,460159.25,393781.76,393781.76
4U052,1610,12100,Complement de destinació,12311.6,,12311.6,9595.23,9595.23
4U052,1620,12100,Complement de destinació,6155.8,,6155.8,5713.66,5713.66
4U054,1640,12100,COMPLEMENT DE DESTINACIO,4899.02,,4899.02,5669.77,5669.77
9U003,9125,12100,Complement de destinació,7465.18,,7465.18,4547.15,4547.15
1U006,4321,12101,Complement específic,23901.96,,23901.96,19076.11,19076.11
1U007,9121,12101,Complement específic,25103.26,,25103.26,23049.34,23049.34
1U008,9121,12101,Complement específic.,,,,,
1U009,3301,12101,Complement específic,19976.74,,19976.74,18311.84,18311.84
1U009,9121,12101,Complements específic,9127.72,,9127.72,8301.78,8301.78
1U014,4390,12101,Complement específic.,,,,3641.24,3641.24
1U015,4330,12101,Complement específic.,,,,6900.8,6900.8
1U016,4310,12101,Complement específic.,,,,,
1U055,4320,12101,Complement específic.,,,,,
2U013,9209,12101,Complement específic,8623.3,,8623.3,6795.68,6795.68
2U015,4330,12101,Complement específic,37407.02,30000.0,67407.02,23579.32,23579.32
2U016,4310,12101,Complement específic.,,,,,
2U017,9204,12101,Complement específic,93466.43,,93466.43,85730.59,85730.59
2U018,9205,12101,Complement específic,42500.64,,42500.64,33186.63,33186.63
2U019,9250,12101,Complement específic,89090.2,,89090.2,79029.9,79029.9
2U020,9203,12101,Complement específic,14245.57,,14245.57,13120.92,13120.92
2U021,9207,12101,Complement específic,11011.14,,11011.14,10198.41,10198.41
2U022,9203,12101,Complement específic,88839.52,,88839.52,65471.83,65471.83
2U023,9203,12101,Complement específic,18864.16,,18864.16,17409.05,17409.05
2U024,9320,12101,Complement específic,42647.08,,42647.08,38199.61,38199.61
2U026,9320,12101,Complement específic,38641.62,,38641.62,26788.2,26788.2
2U027,9201,12101,Complement específic,41843.32,,41843.32,33136.04,33136.04
2U028,9201,12101,Complement específic,6469.4,,6469.4,4097.3,4097.3
2U029,9310,12101,Complement específic,48890.1,,48890.1,44980.36,44980.36
3U033,2310,12101,Complement específic,10530.52,,10530.52,9631.63,9631.63
3U033,2311,12101,Complement específic,33124.01,,33124.01,24687.64,24687.64
3U033,2330,12101,Complement específic,23199.89,,23199.89,19239.8,19239.8
3U036,3200,12101,Complement específic,28084.37,,28084.37,25727.81,25727.81
3U036,3230,12101,Complement específic,12009.76,,12009.76,11095.72,11095.72
3U038,3221,12101,Complement específic,9304.4,,9304.4,8639.8,8639.8
3U041,3320,12101,Complement específic,47908.28,,47908.28,38433.18,38433.18
3U041,3380,12101,Complement específic,10692.5,,10692.5,14721.54,14721.54
4U042,9210,12101,Complement específic,42812.28,,42812.28,32045.68,32045.68
4U043,1512,12101,Complement específic,23249.38,,23249.38,21218.2,21218.2
4U044,1511,12101,Complement específic,33189.94,,33189.94,18287.33,18287.33
4U044,1514,12101,Complement específic,10032.4,,10032.4,9155.05,9155.05
4U045,1513,12101,Complement específic,11406.5,,11406.5,11132.72,11132.72
4U045,1552,12101,Complement específic,16077.18,,16077.18,4544.1,4544.1
4U046,1552,12101,Complement Destí,14454.3,,14454.3,10948.78,10948.78
4U046,1610,12101,Complement específic.,,,,2902.87,2902.87
4U046,9208,12101,Complement específic.,,,,,
4U048,9208,12101,Complement específic,13912.78,,13912.78,8864.91,8864.91
4U049,1552,12101,Complement específic,13480.6,,13480.6,12343.84,12343.84
4U049,1610,12101,Complement específic.,,,,,
4U049,9208,12101,Complement específic.,,,,3901.58,3901.58
4U050,1551,12101,Complement específic,45221.96,,45221.96,41595.98,41595.98
4U051,1320,12101,Complement específic,1653346.85,,1653346.85,1343415.88,1343415.88
4U052,1610,12101,Complement específic,24240.58,,24240.58,19010.76,19010.76
4U052,1620,12101,Complement específic,12298.02,,12298.02,11190.71,11190.71
4U054,1640,12101,COMPLEMENT ESPECIFIC,9590.42,17000.0,26590.42,11745.24,11745.24
9U003,9125,12101,Complement específic,14312.12,,14312.12,8599.07,8599.07
1U006,4321,12103,Altres complements,9612.37,,9612.37,8701.57,8701.57
1U007,9121,12103,Altres complements,3276.28,,3276.28,3041.93,3041.93
1U009,3301,12103,Altres complements,4636.66,,4636.66,4303.86,4303.86
1U009,9121,12103,Altres complements,3281.6,,3281.6,3045.9,3045.9
1U014,4390,12103,Altres complements.,,,,568.28,568.28
1U015,4330,12103,Altres complements.,,,,2408.64,2408.64
1U055,4320,12103,Altres complements.,,,,,
2U013,9209,12103,Altres complements,3277.54,,3277.54,2612.92,2612.92
2U015,4330,12103,Altres complements,10525.48,,10525.48,6642.67,6642.67
2U017,9204,12103,Altres complements,12112.73,,12112.73,11089.73,11089.73
2U018,9205,12103,Altres complements,19239.5,,19239.5,13270.35,13270.35
2U019,9250,12103,Altres complements,18089.4,,18089.4,16465.72,16465.72
2U020,9203,12103,Altres complements,864.63,,864.63,796.37,796.37
2U021,9207,12103,Altres complements,754.6,,754.6,698.91,698.91
2U022,9203,12103,Altres complements,12099.22,,12099.22,10472.91,10472.91
2U023,9203,12103,Altres complements,2500.4,,2500.4,2321.8,2321.8
2U024,9320,12103,Altres complements,4141.06,,4141.06,3559.84,3559.84
2U026,9320,12103,Altres complements,6571.41,,6571.41,5292.87,5292.87
2U027,9201,12103,Altres complements,6832.3,,6832.3,5458.61,5458.61
2U028,9201,12103,Altres complements,2115.82,,2115.82,1340.02,1340.02
2U029,9310,12103,Altres complements,10201.52,,10201.52,9456.39,9456.39
3U033,2310,12103,Altres complements,586.74,,586.74,544.59,544.59
3U033,2311,12103,Altres complements,4447.63,,4447.63,3785.37,3785.37
3U033,2330,12103,Altres complements,5401.64,,5401.64,4849.83,4849.83
3U036,3200,12103,Altres complements,4840.95,,4840.95,4474.19,4474.19
3U036,3230,12103,Altres complements,401.66,,401.66,372.97,372.97
3U038,3221,12103,Altres complements,2299.36,,2299.36,2135.12,2135.12
3U041,3320,12103,Altres complements,10027.36,,10027.36,8009.06,8009.06
3U041,3380,12103,Altres complements,585.9,,585.9,544.05,544.05
4U042,9210,12103,Altres complements,3702.16,,3702.16,2308.86,2308.86
4U043,1512,12103,Altres complements,2708.3,,2708.3,2513.77,2513.77
4U044,1511,12103,Altres complements,6193.88,,6193.88,3993.66,3993.66
4U044,1514,12103,Altres complements,3102.26,,3102.26,2879.44,2879.44
4U045,1513,12103,Altres complements,1669.64,,1669.64,1521.89,1521.89
4U045,1552,12103,Altres complements,457.94,,457.94,129.98,129.98
4U046,1552,12103,Altres complements,3525.2,,3525.2,1680.81,1680.81
4U046,1610,12103,Altres complements.,,,,532.25,532.25
4U048,9208,12103,Altres complements,2420.88,,2420.88,1555.32,1555.32
4U049,1552,12103,Altres complements,3244.92,,3244.92,3011.85,3011.85
4U049,1610,12103,Altres complements.,,,,,
4U049,9208,12103,Altres complements.,,,,691.68,691.68
4U050,1551,12103,Altres complements,9925.44,,9925.44,9207.56,9207.56
4U051,1320,12103,Altres complements,267443.21,,267443.21,229025.89,229025.89
4U052,1610,12103,Altres complements,19846.4,,19846.4,17861.85,17861.85
4U052,1620,12103,Altres complements,4753.0,,4753.0,4411.61,4411.61
4U054,1640,12103,ALTRES COMPLEMENTS,3504.62,,3504.62,3242.64,3242.64
9U003,9125,12103,Altres complements,918.21,,918.21,567.34,567.34
2U022,9203,1210301,Liquidació vacances personal funcionari,,,,1015.01,1015.01
3U036,3200,1210301,Liquidació vacances personal funcionari,,,,1957.67,1957.67
4U051,1320,1210301,Liquidació vacances personal funcionari,,,,1021.99,1021.99
1U015,4330,1210303,Incapacitat temporal,,,,57.35,57.35
2U013,9209,1210303,Incapacitat temporal,,,,3332.27,3332.27
2U015,4330,1210303,Incapacitat temporal,,,,665.21,665.21
2U017,9204,1210303,Incapacitat temporal,,,,626.04,626.04
2U018,9205,1210303,Incapacitat temporal,,,,19163.31,19163.31
2U019,9250,1210303,Incapacitat temporal,,,,1472.48,1472.48
2U022,9203,1210303,Incapacitat temporal,,,,699.23,699.23
2U024,9320,1210303,Incapacitat temporal,,,,590.33,590.33
2U026,9320,1210303,Incapacitat temporal,,,,2604.48,2604.48
2U027,9201,1210303,Incapacitat temporal,,,,6590.71,6590.71
2U028,9201,1210303,Incapacitat temporal,,,,5884.52,5884.52
3U033,2311,1210303,Incapacitat temporal,,,,396.67,396.67
3U033,2330,1210303,Incapacitat temporal,,,,56.8,56.8
3U036,3200,1210303,Incapacitat temporal,,,,70.93,70.93
3U041,3320,1210303,Incapacitat temporal,,,,783.4,783.4
4U042,9210,1210303,Incapacitat temporal,,,,13383.56,13383.56
4U044,1511,1210303,Incapacitat temporal,,,,9131.94,9131.94
4U045,1513,1210303,Incapacitat temporal,,,,287.85,287.85
4U045,1552,1210303,Incapacitat temporal,,,,775.22,775.22
4U051,1320,1210303,Incapacitat temporal,,,,117117.71,117117.71
4U054,1640,1210303,Incapacitat temporal,,,,983.33,983.33
1U014,4390,12104,Altres complements,,,,,
1U055,4320,12104,Altres complements,,,,,
4U049,9208,12104,Altres complements,,,,,
1U014,4390,12105,Altres complements,,,,,
1U055,4320,12105,Altres complements,,,,,
4U049,9208,12105,Altres complements,,,,,
1U014,4390,12106,Altres complements,,,,,
1U055,4320,12106,Altres complements,,,,,
4U049,9208,12106,Altres complements,,,,,
1U014,4390,12107,Altres complements,,,,,
1U055,4320,12107,Altres complements,,,,,
4U049,9208,12107,Altres complements,,,,,
1U014,4390,12108,Altres complements,,,,,
1U055,4320,12108,Altres complements,,,,,
4U049,9208,12108,Altres complements,,,,,
,,,Personal funcionari,6543483.94,47000.0,6590483.94,5694759.28,5694759.28
1U006,4321,13000,Retribucions bàsiques,86019.47,,86019.47,76787.86,76787.86
1U007,9121,13000,Retribucions bàsiques,19987.68,,19987.68,16181.24,16181.24
1U008,9121,13000,Retribucions bàsiques.,,,,,
1U009,4320,13000,Retribucions bàsiques,34368.6,,34368.6,22916.88,22916.88
1U009,9121,13000,Retribucions bàsiques,53650.82,,53650.82,47073.83,47073.83
1U010,9121,13000,Retribucions bàsiques.,,,,,
1U010,9122,13000,Retribucions bàsiques,26563.02,,26563.02,23767.22,23767.22
1U010,9240,13000,Retribucions bàsiques,13499.36,,13499.36,12380.85,12380.85
1U010,9241,13000,Retribucions bàsiques,27055.75,,27055.75,21786.86,21786.86
1U011,2320,13000,Retribucions bàsiques,47824.82,,47824.82,42989.61,42989.61
1U012,3370,13000,Retribucions bàsiques,14058.66,,14058.66,13051.67,13051.67
1U014,4390,13000,Retribucions bàsiques.,,,,6431.2,6431.2
1U015,4330,13000,Retribucions bàsiques.,,,,4152.52,4152.52
1U016,4310,13000,Retribucions bàsiques.,,,,6571.68,6571.68
1U055,4320,13000,Retribucions bàsiques.,,,,5962.67,5962.67
2U013,9209,13000,Retribucions bàsiques,12245.08,,12245.08,11368.61,11368.61
2U014,4390,13000,RETRIBUCIONS BASIQUES,24625.16,,24625.16,13801.48,13801.48
2U015,4330,13000,Retribucions bàsiques,14398.06,,14398.06,9207.41,9207.41
2U016,4310,13000,Retribucions bàsiques,22983.84,,22983.84,14624.09,14624.09
2U017,9204,13000,Retribucions bàsiques,57704.64,,57704.64,43965.36,43965.36
2U018,9205,13000,Retribucions bàsiques,150213.67,,150213.67,136831.34,136831.34
2U019,9250,13000,Retribucions bàsiques,117475.6,,117475.6,108005.6,108005.6
2U021,9207,13000,Retribucions bàsiques,74305.41,,74305.41,51512.07,51512.07
2U022,9203,13000,Retribucions bàsiques,71466.1,,71466.1,65502.84,65502.84
2U023,9203,13000,Retribucions bàsiques,38030.44,,38030.44,33369.28,33369.28
2U024,9320,13000,Retribucions bàsiques,21094.64,,21094.64,18692.27,18692.27
2U025,9320,13000,Retribucions bàsiques,50063.06,,50063.06,46393.08,46393.08
2U027,9201,13000,Retribucions bàsiques,31495.04,,31495.04,25672.76,25672.76
2U028,9201,13000,Retribucions bàsiques,30335.48,,30335.48,28129.34,28129.34
2U029,9310,13000,Retribucions bàsiques,8467.06,,8467.06,7842.11,7842.11
2U030,9310,13000,Retribucions bàsiques,49169.26,,49169.26,45061.8,45061.8
2U056,9207,13000,Retribucions bàsiques.,,,,8364.28,8364.28
3U031,9213,13000,RETRIBUCIONS BÀSIQUES,85248.39,,85248.39,83165.04,83165.04
3U032,2310,13000,Retribucions bàsiques,16434.46,,16434.46,15260.57,15260.57
3U033,2311,13000,Retribucions bàsiques,257299.31,19680.88,276980.19,238233.42,238233.42
3U033,2321,13000,Retribucions bàsiques,9284.98,,9284.98,8430.75,8430.75
3U033,2330,13000,Retribucions bàsiques,149939.03,,149939.03,130655.33,130655.33
3U034,2310,13000,Retribucions bàsiques,60850.46,,60850.46,56355.42,56355.42
3U034,2321,13000,Retribucions bàsiques,15959.3,,15959.3,14667.36,14667.36
3U035,3130,13000,Retribucions bàsiques,94115.46,-125.01,93990.45,80707.47,80707.47
3U036,3200,13000,Retribucions bàsiques,226809.84,,226809.84,204097.05,204097.05
3U036,3230,13000,Retribucions bàsiques,15484.14,,15484.14,14378.13,14378.13
3U037,3210,13000,Retribucions bàsiques,8050.54,,8050.54,,
3U037,3213,13000,Retribucions basiques,216460.1,,216460.1,180939.08,180939.08
3U038,3221,13000,Retribucions bàsiques,251061.01,,251061.01,224905.56,224905.56
