#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modif. de crèdit,Crèdits totals consig.,ORN,Pagaments fets
4310,3230,13000,Retribucions bàsiques,15175.7,,15175.7,15175.7,15175.7
4311,3210,13000,Retribucions bàsiques,223086.04,,223086.04,211837.14,211837.14
4312,3221,13000,Retribucions bàsiques,259859.61,,259859.61,245312.9,245312.9
4313,3222,13000,Retribucions bàsiques,325996.57,,325996.57,315848.57,315848.57
4410,2320,13000,Retribucions bàsiques,27007.09,,27007.09,26903.33,26903.33
4510,3120,13000,Retribucions bàsiques,398899.13,-104747.58,294151.55,6381.42,6381.42
5000,1500,13000,Retribucions bàsiques,31017.11,,31017.11,30430.23,30430.23
5110,1512,13000,Retribucions bàsiques,42643.78,,42643.78,42424.72,42424.72
5200,1513,13000,Retribucions bàsiques,70990.61,,70990.61,72727.25,72727.25
5300,1514,13000,Retribucions bàsiques,64026.07,,64026.07,59508.9,59508.9
5310,1511,13000,Retribucions bàsiques,227363.71,,227363.71,217860.2,217860.2
6000,2410,13000,Retribucions bàsiques,24361.4,,24361.4,21211.65,21211.65
6210,4330,13000,Retribucions bàsiques,13309.38,,13309.38,13987.99,13987.99
6300,4310,13000,Retribucions bàsiques,14612.01,,14612.01,22950.89,22950.89
7000,3400,13000,Retribucions bàsiques,8192.76,,8192.76,8153.57,8153.57
7001,9121,13000,Retribucions bàsiques,28233.97,,28233.97,27391.59,27391.59
7110,3370,13000,Retribucions bàsiques,14055.86,,14055.86,13553.77,13553.77
7110,3410,13000,Retribucions bàsiques,27887.77,,27887.77,25743.72,25743.72
7110,3420,13000,Retribucions bàsiques,43099.28,,43099.28,42989.22,42989.22
7120,3300,13000,Retribucions bàsiques,35970.22,,35970.22,33437.67,33437.67
7120,3320,13000,Retribucions bàsiques,12166.14,,12166.14,14885.36,14885.36
7120,3341,13000,Retribucions bàsiques,17225.27,,17225.27,17225.27,17225.27
7120,3350,13000,Retribucions bàsiques,30415.52,,30415.52,30415.52,30415.52
7120,3360,13000,Retribucions bàsiques,32088.94,,32088.94,31685.15,31685.15
7120,3380,13000,Retribucions bàsiques,46642.52,,46642.52,46642.52,46642.52
9100,9125,13000,Retribucions bàsiques,12347.1,,12347.1,12347.1,12347.1
9102,9209,13000,Retribucions bàsiques,16434.48,,16434.48,16434.48,16434.48
1100,9121,13002,Altres remuneracions,129111.9,,129111.9,119807.08,119807.08
1120,9240,13002,Altres remuneracions,19920.04,,19920.04,12572.51,12572.51
1300,9122,13002,Altres remuneracions,33397.71,,33397.71,33114.51,33114.51
1500,4320,13002,Altres remuneracions,73073.86,,73073.86,68170.06,68170.06
1600,4321,13002,Altres remuneracions,90879.49,,90879.49,91194.73,91194.73
2000,9209,13002,Altres remuneracions,81149.09,,81149.09,57645.31,57645.31
2110,9204,13002,Altres remuneracions,76247.42,,76247.42,73109.43,73109.43
2115,3120,13002,Altres remuneracions,19353.14,,19353.14,,
2115,9204,13002,Altres remuneracions,159462.65,,159462.65,15030.37,14210.69
2120,9205,13002,Altres remuneracions,241346.11,,241346.11,237092.24,237092.24
2130,9250,13002,Altres remuneracions,231882.92,,231882.92,215062.87,215062.87
2140,9207,13002,Altres remuneracions,64234.8,,64234.8,61834.66,61834.66
2210,9203,13002,Altres remuneracions,26374.83,,26374.83,26241.95,26241.95
2220,9203,13002,Altres remuneracions,110243.23,,110243.23,107255.02,107255.02
2230,1514,13002,Altres remuneracions,29723.67,,29723.67,29263.16,29263.16
2230,9210,13002,Altres remuneracions,17646.99,,17646.99,17424.34,17424.34
2300,9320,13002,Altres remuneracions.,,,,1596.01,1596.01
2310,9320,13002,Altres remuneracions,38991.6,11303.24,50294.84,37291.17,37291.17
2320,9320,13002,Altres remuneracions,67333.68,,67333.68,67277.05,67277.05
2400,9201,13002,Altres remuneracions,42691.82,2479.34,45171.16,33310.24,33310.24
2410,9203,13002,Altres remuneracions,42826.0,,42826.0,40656.49,40656.49
2510,9310,13002,Altres remuneracions,66123.87,,66123.87,72069.18,72069.18
3000,1620,13002,Altres remuneracions,20499.64,,20499.64,19485.68,19485.68
3000,9210,13002,Altres remuneracions,42642.91,,42642.91,58284.2,58284.2
3110,1320,13002,Altres remuneracions,118055.43,,118055.43,102660.38,102660.38
3120,1551,13002,Altres remuneracions,119901.77,,119901.77,114789.48,114789.48
3130,1620,13002,Altres remuneracions,41397.44,,41397.44,41397.44,41397.44
3130,1640,13002,Altres remuneracions,30462.42,,30462.42,25558.87,25558.87
3130,1720,13002,Altres remuneracions,57802.54,,57802.54,57713.21,57713.21
3130,4311,13002,Altres remuneracions,80630.85,,80630.85,51960.81,51960.81
3210,1710,13002,Altres remuneracions,185290.4,,185290.4,173207.19,173207.19
3220,1552,13002,Altres remuneracions,572935.64,,572935.64,534296.13,534296.13
4000,2310,13002,Altres remuneracions,48286.28,15771.21,64057.49,62890.09,62890.09
4000,9121,13002,Altres remuneracions,25909.98,,25909.98,25909.98,25909.98
4100,2310,13002,Altres remuneracions,31740.24,9743.91,41484.15,40268.32,40268.32
4110,2310,13002,Altres remuneracions,16034.48,,16034.48,9172.87,9172.87
4110,2311,13002,Altres remuneracions,330424.27,31697.19,362121.46,329386.63,329386.63
4110,2321,13002,Altres remuneracions,14735.86,,14735.86,14116.57,14116.57
4110,2330,13002,Altres remuneracions,172935.04,30386.2,203321.24,200294.26,200294.26
4120,2310,13002,Altres remuneracions,62095.53,,62095.53,51773.11,51773.11
4120,2321,13002,Altres remuneracions,19516.98,,19516.98,19516.98,19516.98
4120,9121,13002,Altres remuneracions,17202.92,,17202.92,17202.92,17202.92
4210,3130,13002,Altres remuneracions,104385.93,,104385.93,103941.55,103941.55
4310,3120,13002,Altres remuneracions,12056.52,,12056.52,12056.52,12056.52
4310,3200,13002,Altres remuneracions,371011.96,16022.81,387034.77,374966.42,374966.42
4310,3230,13002,Altres remuneracions,16340.64,,16340.64,16340.64,16340.64
4311,3210,13002,Altres remuneracions,294704.41,,294704.41,286139.21,286139.21
4312,3221,13002,Altres remuneracions,268244.48,,268244.48,251265.24,251265.24
4313,3222,13002,Altres remuneracions,343162.57,,343162.57,333753.79,333753.79
4410,2320,13002,Altres remuneracions,35290.03,,35290.03,35198.76,35198.76
4510,3120,13002,Altres remuneracions,496937.8,-140555.38,356382.42,9081.28,9081.28
5000,1500,13002,Altres remuneracions,46524.31,,46524.31,45960.4,45960.4
5110,1512,13002,Altres remuneracions,67747.76,,67747.76,67631.64,67631.64
5200,1513,13002,Altres remuneracions,92315.67,,92315.67,92043.47,92043.47
5300,1514,13002,Altres remuneracions,88506.51,,88506.51,81532.86,81532.86
5310,1511,13002,Altres remuneracions,330033.1,,330033.1,316774.49,316774.49
6000,2410,13002,Altres remuneracions,42295.96,,42295.96,38773.48,38773.48
6210,4330,13002,Altres remuneracions,13976.23,,13976.23,13976.23,13976.23
6300,4310,13002,Altres remuneracions,19041.97,,19041.97,32291.79,32291.79
7000,3400,13002,Altres remuneracions,12380.41,,12380.41,12321.43,12321.43
7001,9121,13002,Altres remuneracions,63767.52,,63767.52,62516.92,62516.92
7110,3370,13002,Altres remuneracions,19595.42,,19595.42,19604.07,19604.07
7110,3410,13002,Altres remuneracions,36432.45,,36432.45,31779.94,31779.94
7110,3420,13002,Altres remuneracions,84166.57,,84166.57,83959.3,83959.3
7120,3300,13002,Altres remuneracions,50427.03,,50427.03,46964.66,46964.66
7120,3320,13002,Altres remuneracions,14788.47,,14788.47,18748.99,18748.99
7120,3341,13002,Altres remuneracions,23846.93,,23846.93,23846.93,23846.93
7120,3350,13002,Altres remuneracions,56020.02,,56020.02,56020.02,56020.02
7120,3360,13002,Altres remuneracions,54652.32,,54652.32,54297.26,54297.26
7120,3380,13002,Altres remuneracions,69948.0,,69948.0,69948.0,69948.0
9100,9125,13002,Altres remuneracions,22385.02,,22385.02,22385.02,22385.02
9102,9209,13002,Altres remuneracions,18382.28,,18382.28,18382.28,18382.28
2130,9250,13003,Altres remuneracions: endarreriments laborals,,,,92.71,92.71
3000,9210,13003,Altres remuneracions: endarreriments laborals,,,,305.55,305.55
3130,4311,13003,Altres remuneracions: endarreriments laborals,,,,295.08,295.08
4100,2310,13003,Altres remuneracions: endarreriments laborals,,,,46.36,46.36
4110,2311,13003,Altres remuneracions: endarreriments laborals,,,,67.86,67.86
4310,3200,13003,Altres remuneracions: endarreriments laborals,,,,41.94,41.94
4312,3221,13003,Altres remuneracions: endarreriments laborals,,,,114.48,114.48
7110,3410,13003,Altres remuneracions: endarreriments laborals,,,,85.2,85.2
1500,4320,13005,Altres complements: liquidació vacances personal laboral,,,,1444.57,1444.57
2110,9204,13005,Altres complements: liquidació vacances personal laboral,,,,443.86,443.86
2113,9204,13005,Altres complements: liquidació vacances personal laboral,,,,280.22,280.22
2120,9205,13005,Altres complements: liquidació vacances personal laboral,,,,1949.12,1949.12
2130,9250,13005,Altres complements: liquidació vacances personal laboral,,,,307.99,307.99
3110,1320,13005,Altres complements: liquidació vacances personal laboral,,,,191.64,191.64
3130,1640,13005,Altres complements: liquidació vacances personal laboral,,,,1086.84,1086.84
3130,4311,13005,Altres complements: liquidació vacances personal laboral,,,,205.22,205.22
4110,2311,13005,Altres complements: liquidació vacances personal laboral,,,,125.72,125.72
4311,3210,13005,Altres complements: liquidació vacances personal laboral,,,,675.19,521.8
4312,3221,13005,Altres complements: liquidació vacances personal laboral,,,,208.37,208.37
4313,3222,13005,Altres complements: liquidació vacances personal laboral,,,,497.03,497.03
5000,1500,13005,Altres complements: liquidació vacances personal laboral,,,,1201.32,1201.32
1500,4320,13006,Altres complements: indemnitzacions laborals,,,,5635.94,5635.94
2113,9204,13006,Altres complements: indemnitzacions laborals,,,,207.27,207.27
2115,9204,13006,Altres complements: indemnitzacions laborals,,,,1244.16,1244.16
2120,9205,13006,Altres complements: indemnitzacions laborals,,,,1830.02,1830.02
3130,4311,13006,Altres complements: indemnitzacions laborals,,,,52.13,52.13
4311,3210,13006,Altres complements: indemnitzacions laborals,,,,113.11,113.11
4312,3221,13006,Altres complements: indemnitzacions laborals,,,,193.34,193.34
4313,3222,13006,Altres complements: indemnitzacions laborals,,,,114.31,114.31
4410,2320,13006,Altres complements: indemnitzacions laborals,,,,630.32,630.32
5000,1500,13006,Altres complements: indemnitzacions laborals,,,,2615.24,2615.24
,,,Personal laboral,11531523.04,-44535.64,11486987.4,10036011.21,10034190.42
2110,9204,14301,Retribucions per substitucions,,,,17748.95,17748.95
2114,9204,14301,Retribucions per substitucions,178616.11,-29723.06,148893.05,2440.61,2440.61
2130,9250,14301,Retribucions per substitucions,,,,43666.15,43666.15
3110,1320,14301,Retribucions per substitucions,,3832.86,3832.86,13549.88,13549.88
3130,1640,14301,Retribucions per substitucions,,8596.45,8596.45,12332.63,12332.63
3130,4311,14301,Retribucions per substitucions,,,,2650.82,2293.14
4110,2310,14301,Retribucions per substitucions,,4968.75,4968.75,7324.3,7324.3
4110,2311,14301,Retribucions per substitucions,,4612.98,4612.98,21799.73,21799.73
4310,3200,14301,Retribucions per substitucions,,,,16435.41,14791.87
4311,3210,14301,Retribucions per substitucions,,1909.02,1909.02,23479.0,17755.95
4312,3221,14301,Retribucions per substitucions,,,,3808.77,2383.45
4313,3222,14301,Retribucions per substitucions,,1655.14,1655.14,6362.03,5368.62
2113,9204,14302,Retribucions per reforços,97317.16,-24042.43,73274.73,5590.9,5590.9
2120,9205,14302,Reforços,,,,29492.4,29492.4
2130,9250,14302,Reforços,,,,8574.24,8574.24
3130,4311,14302,Reforços,,1534.71,1534.71,1804.52,1804.52
4110,2330,14302,Reforços,,,,7281.68,7281.68
4311,3210,14302,Reforços,,,,5427.02,5427.02
4312,3221,14302,Reforços,,2485.3,2485.3,2485.3,2485.3
4313,3222,14302,Reforços,,12038.73,12038.73,18587.85,18587.85
4410,2320,14302,Reforços,,7983.69,7983.69,7983.69,7983.69
,,,Altre personal,275933.27,-4147.86,271785.41,258825.88,248682.88
1100,9121,15001,Productivitat 2. esp. rendiment,5052.86,,5052.86,4920.5,4920.5
2330,9320,15001,Productivitat 2n rendiment,714.56,,714.56,714.56,714.56
2400,9201,15001,Productivitat 2n rendiment,8003.94,56.84,8060.78,7527.18,7527.18
4100,2310,15001,PRODUCTIVITAT 2. RENDIMENT,,312.62,312.62,255.78,255.78
4311,3210,15001,Productivitat 2. esp. rendiment,1868.58,,1868.58,1850.79,1850.79
4510,3120,15001,Procuctivitat 2n rendiment,397.88,-369.46,28.42,28.42,28.42
5300,1514,15001,Productivitat 2. esp. rendiment,6560.82,,6560.82,6560.82,6560.82
7120,3300,15001,Productivitat 2 esp. rendiment,4847.82,,4847.82,4121.48,4121.48
2110,9204,15002,RD8/2010,933794.98,-933794.98,,,
3110,1320,15002,Valoració policia,185717.22,,185717.22,249993.27,249993.27
3110,1320,15003,Complement grua,7741.44,,7741.44,5353.75,5353.75
2110,9204,15005,Productivitat 25%,321520.83,,321520.83,295811.9,295530.37
1100,9121,15100,Gratificacions,,,,230.0,230.0
1300,9122,15100,Gratificacions,,,,50.0,50.0
1600,4321,15100,Gratificacions,,,,60.0,60.0
2110,9204,15100,Serveis extraordinaris funcionaris,153849.96,7427.0,161276.96,58007.73,58007.73
2120,9205,15100,Gratificacions,,,,1330.0,1330.0
2130,9250,15100,Gratificacions,,,,1770.0,1770.0
2220,9203,15100,Gratificacions,,,,990.0,990.0
2400,9201,15100,Gratificacions,,6715.0,6715.0,650.0,650.0
2510,9310,15100,Gratificacions,,,,70.0,70.0
3000,9210,15100,Gratificacions,,,,35.0,35.0
3110,1320,15100,Gratificacions,,,,40.0,40.0
3130,1620,15100,Gratificacions,,,,40.0,40.0
3220,1552,15100,Gratificacions,,,,455.0,455.0
4000,9121,15100,Gratificacions,,,,60.0,60.0
4110,2311,15100,Gratificacions,,,,70.0,70.0
4310,3200,15100,Gratificacions,,,,295.0,295.0
4311,3210,15100,Gratificacions,,,,60.0,60.0
5000,1500,15100,Gratificacions,,,,50.0,50.0
5110,1512,15100,Gratificacions,,,,170.0,170.0
5200,1513,15100,Gratificacions,,,,40.0,40.0
5310,1511,15100,Gratificacions,,,,110.0,110.0
6000,2410,15100,Gratificacions,,,,60.0,60.0
7110,3410,15100,Gratificacions,,,,40.0,40.0
7120,3320,15100,Gratificacions,,,,60.0,60.0
1100,9121,15300,Complement de dedicació especial,27125.56,,27125.56,27043.77,27043.77
1200,1520,15300,Complement de dedicació especial,,,,1213.63,1213.63
1500,4320,15300,Complement de dedicació especial,5164.87,,5164.87,1376.3,1376.3
1600,4321,15300,Complement de dedicació especial,26337.17,,26337.17,26789.8,26789.8
2000,9209,15300,Complement de dedicació especial,12710.74,,12710.74,6649.59,6649.59
2110,9204,15300,Complement de dedicació especial,25676.0,,25676.0,25657.57,25657.57
2120,9205,15300,Complement de dedicació especial,14287.98,,14287.98,14091.52,14091.52
2130,9250,15300,Complement de dedicació especial,11150.44,,11150.44,10833.87,10833.87
2140,9207,15300,Complement de dedicació especial,16676.8,,16676.8,16676.8,16676.8
2200,9203,15300,Complement de dedicació especial,7213.43,,7213.43,,
2210,9203,15300,Complement de dedicació especial,21409.92,,21409.92,21409.92,21409.92
2220,9203,15300,Complement de dedicació especial,20726.58,,20726.58,12123.94,12123.94
2300,9320,15300,Complement de dedicació especial,8441.02,,8441.02,8441.02,8441.02
2320,9320,15300,Complement de dedicació especial,10633.7,,10633.7,10633.7,10633.7
2400,9201,15300,Complement de dedicació especial,29295.0,,29295.0,27602.29,27602.29
2500,9310,15300,Complement de dedicació especial,14972.72,,14972.72,14972.72,14972.72
2510,9310,15300,Complement de dedicació especial,4908.41,,4908.41,4908.41,4908.41
3000,9210,15300,Complement de dedicació especial,24679.92,,24679.92,27483.32,27483.32
3110,1320,15300,Complement de dedicació especial,73417.73,,73417.73,72626.43,72626.43
3120,1551,15300,Complement de dedicació especial,17531.64,,17531.64,16059.91,16059.91
3130,1620,15300,Complement de dedicació especial,8927.24,,8927.24,8927.24,8927.24
3130,1640,15300,Complement de dedicació especial,3339.0,,3339.0,3339.0,3339.0
3130,1720,15300,Complement de dedicació especial,7649.78,,7649.78,7485.79,7485.79
3130,4311,15300,Complement de dedicació especial,8688.68,,8688.68,8688.68,8688.68
3200,9208,15300,Complement de dedicació especial,4919.04,,4919.04,4919.04,4919.04
3210,1710,15300,Complement de dedicació especial,4434.09,,4434.09,4321.74,4321.74
3220,1552,15300,Complement de dedicació especial,37448.3,,37448.3,36898.9,36898.9
4000,2310,15300,Complement de dedicació,5299.42,,5299.42,5299.42,5299.42
4000,9121,15300,Complement de dedicació especial,2411.86,,2411.86,2411.86,2411.86
4100,2310,15300,Complement de dedicació especial,6873.16,,6873.16,6873.16,6873.16
4312,3221,15300,Complement de dedicació especial,7133.09,,7133.09,7133.09,7133.09
4313,3222,15300,Complement de dedicació especial,7351.61,,7351.61,7351.61,7351.61
4410,2320,15300,Complement de dedicació especial,5913.07,,5913.07,5884.9,5884.9
5000,1500,15300,Complement de dedicació especial,4458.36,,4458.36,3673.48,3673.48
5200,1552,15300,Complement de dedicació especial,5390.01,,5390.01,6058.36,6058.36
5300,1514,15300,Complement de dedicació especial,7975.49,,7975.49,6341.93,6341.93
5310,1511,15300,Complement de dedicació especial,18871.57,,18871.57,18871.57,18871.57
9100,9125,15300,Complemet de dedicació especial,2412.34,,2412.34,2412.34,2412.34
3110,1320,15400,Assistència jutjats policia local,11000.16,,11000.16,6532.6,6532.6
,,,Incentius al rendiement,2162926.79,-919652.98,1243273.81,1141900.4,1141618.87
1000,9120,16000,Seguretat Social,171165.99,,171165.99,181166.94,181166.94
1100,9121,16000,Seguretat Social,110473.42,,110473.42,102639.17,102639.17
1120,9240,16000,Seguretat Social,10983.03,,10983.03,10801.94,10801.94
1200,1520,16000,Seguretat Social,24616.64,,24616.64,10989.8,10989.8
1300,9122,16000,Seguretat Social,32480.18,,32480.18,25878.29,25878.29
1400,3301,16000,Seguretat Social,11018.88,,11018.88,11026.3,11026.3
1500,4320,16000,Seguretat Social,42210.45,,42210.45,44374.15,44374.15
1600,4321,16000,Seguretat Social,87931.81,,87931.81,86766.03,86766.03
2000,9209,16000,Seguretat Social,61956.7,,61956.7,46473.36,46473.36
2000,9210,16000,Seguretat Social,9512.52,,9512.52,9443.25,9443.25
2110,9204,16000,Seguretat Social,198363.41,,198363.41,126742.13,126742.13
2113,9204,16000,Seguretat Social.,,,,1773.65,1773.65
2115,3120,16000,Seguretat Social,11993.29,,11993.29,,
2115,9204,16000,Seguretat Social,96292.63,,96292.63,9699.4,9699.4
2120,9205,16000,Seguretat Social,170864.77,,170864.77,181557.85,181557.85
2130,9250,16000,Seguretat Social,187473.04,,187473.04,206923.54,206923.54
2140,9207,16000,Seguretat Social,50678.01,,50678.01,49602.14,49602.14
2200,9203,16000,Seguretat Social,10398.44,,10398.44,,
2210,9203,16000,Seguretat Social,49212.29,,49212.29,49543.19,49543.19
2220,9203,16000,Seguretat Social,100839.83,,100839.83,100184.06,100184.06
2230,1514,16000,Seguretat Social,28202.3,,28202.3,27713.04,27713.04
2230,9210,16000,Seguretat Social,8935.36,,8935.36,8969.96,8969.96
2300,9320,16000,Seguretat Social,19814.16,,19814.16,19707.99,19707.99
2310,9320,16000,Seguretat Social,41929.52,6138.55,48068.07,43366.32,43366.32
2320,9320,16000,Seguretat Social,37914.24,,37914.24,37431.92,37431.92
2330,9320,16000,Seguretat Social,32696.16,,32696.16,22142.42,22142.42
2400,9201,16000,Seguretat Social,61289.8,1423.35,62713.15,52013.73,52013.73
2410,9203,16000,Seguretat Social,30734.58,,30734.58,30078.02,30078.02
2500,9310,16000,Seguretat Social,12911.85,,12911.85,12441.72,12441.72
2500,9320,16000,Seguretat Social,9269.87,,9269.87,9198.85,9198.85
2510,9310,16000,Seguretat Social,50067.41,,50067.41,52537.79,52537.79
3000,1620,16000,Seguretat Social,10977.38,,10977.38,11060.95,11060.95
3000,9210,16000,Seguretat Social,53889.29,,53889.29,61996.66,61996.66
3110,1320,16000,Seguretat Social,1278008.62,921.18,1278929.8,1154071.92,1154071.92
3120,1551,16000,Seguretat Social,91088.77,,91088.77,89983.35,89983.35
3130,1620,16000,Seguretat Social,31789.14,,31789.14,31231.23,31231.23
3130,1640,16000,Seguretat Social,30890.05,,30890.05,34357.58,34357.58
3130,1720,16000,Seguretat Social,41658.09,,41658.09,41141.43,41141.43
3130,4311,16000,Seguretat Social,44185.83,,44185.83,31842.74,31842.74
3200,9208,16000,Seguretat Social,12349.35,,12349.35,11899.8,11899.8
3210,1710,16000,Seguretat Social,108655.84,,108655.84,108687.06,108687.06
3220,1552,16000,Seguretat Social,348099.19,,348099.19,349789.48,349789.48
4000,2310,16000,Seguretat Social,28801.85,8681.57,37483.42,37604.48,37604.48
4000,9120,16000,Seguretat Social,12831.98,,12831.98,8141.22,8141.22
4000,9121,16000,Seguretat Social,12429.72,,12429.72,11977.32,11977.32
4100,2310,16000,Seguretat Social,12429.72,5359.63,17789.35,17386.36,17386.36
4110,2310,16000,Seguretat Social,19215.82,1257.0,20472.82,19326.16,19326.16
4110,2311,16000,Seguretat Social,217257.64,19234.77,236492.41,232311.13,232311.13
4110,2321,16000,Seguretat Social,8045.14,,8045.14,8072.48,8072.48
4110,2330,16000,Seguretat Social,130288.14,17998.14,148286.28,146667.97,146667.97
4120,2310,16000,Seguretat Social,34918.94,,34918.94,34634.04,34634.04
4120,2321,16000,Seguretat Social,11568.88,,11568.88,11568.02,11568.02
4120,9121,16000,Seguretat Social,10138.04,,10138.04,10019.32,10019.32
4210,3130,16000,Seguretat Social,62299.03,,62299.03,61006.29,61006.29
4310,3120,16000,Seguretat Social,17081.28,,17081.28,16995.37,16995.37
4310,3200,16000,Seguretat Social,213775.07,7439.15,221214.22,226477.82,226477.82
4310,3230,16000,Seguretat Social,10378.44,,10378.44,10362.03,10362.03
4311,3210,16000,Seguretat Social,171206.98,515.61,171722.59,183416.41,183416.41
4312,3221,16000,Seguretat Social,174357.78,,174357.78,174919.6,174919.6
4313,3222,16000,Seguretat Social,222593.76,298.35,222892.11,229281.55,229281.55
4410,2320,16000,Seguretat Social,21236.28,,21236.28,22373.99,22373.99
4510,3120,16000,Seguretat Social,286682.13,-65119.44,221562.69,5931.02,5931.02
5000,1500,16000,Seguretat Social,36347.89,,36347.89,31068.08,31068.08
5000,1610,16000,Seguretat Social,11281.06,,11281.06,14232.45,14232.45
5110,1512,16000,Seguretat Social,65206.94,,65206.94,65013.02,65013.02
5200,1513,16000,Seguretat Social,76198.89,,76198.89,74540.4,74540.4
5200,1552,16000,Seguretat Social,8897.97,,8897.97,9767.88,9767.88
5300,1514,16000,Seguretat Social,74426.15,,74426.15,73640.08,73640.08
5310,1511,16000,Seguretat Social,218175.2,,218175.2,217571.13,217571.13
6000,2410,16000,Seguretat Social,21712.19,,21712.19,21376.2,21376.2
6000,9120,16000,Seguretat Social,12831.98,,12831.98,10304.1,10304.1
6210,4330,16000,Seguretat Social,51606.49,,51606.49,51117.08,51117.08
6300,4310,16000,Seguretat Social,25988.2,,25988.2,28327.92,28327.92
6300,9120,16000,Seguretat Social,,,,4454.8,4454.8
7000,3400,16000,Seguretat Social,6774.85,,6774.85,6733.25,6733.25
7000,9120,16000,Seguretat Social,10301.23,,10301.23,5976.38,5976.38
7001,9120,16000,Seguretat Social,12831.98,,12831.98,5495.52,5495.52
7001,9121,16000,Seguretat social,32049.53,,32049.53,32161.6,32161.6
7110,3370,16000,Seguretat Social,11028.92,,11028.92,11123.99,11123.99
7110,3410,16000,Seguretat Social,19475.96,,19475.96,22083.14,22083.14
7110,3420,16000,Seguretat Social,41656.58,,41656.58,41918.06,41918.06
7120,3300,16000,Seguretat Social,27567.46,,27567.46,26972.87,26972.87
7120,3320,16000,Seguretat Social,55035.8,,55035.8,57725.45,57725.45
7120,3341,16000,Seguretat Social,12429.72,,12429.72,11977.32,11977.32
7120,3350,16000,Seguretat Social,27621.97,,27621.97,27214.81,27214.81
7120,3360,16000,Seguretat Social,28572.12,,28572.12,28927.71,28927.71
7120,3380,16000,Seguretat Social,44780.27,,44780.27,43198.78,43198.78
9100,9125,16000,Seguretat Social,24883.01,,24883.01,24363.01,24363.01
9101,9121,16000,Seguretat Social,18997.24,,18997.24,9538.04,9538.04
9102,9209,16000,Seguretat Social,11372.98,,11372.98,11518.7,11518.7
9200,9120,16000,Seguretat Social,12831.98,,12831.98,5495.52,5495.52
2110,9204,16204,Ajuts socials,111982.32,-25668.71,86313.61,61431.8,61431.8
3110,1320,16204,Acció social.,,,,4343.59,4343.59
3210,1710,16204,Acció social.,,4343.59,4343.59,4343.59,4343.59
3220,1552,16204,Acció social.,,4343.59,4343.59,4343.59,4343.59
4110,2310,16204,Acció social.,,3950.76,3950.76,3950.76,3950.76
4311,3210,16204,Acció social.,,,,4343.59,4343.59
5110,1512,16204,Acció social.,,4343.59,4343.59,4343.59,4343.59
5200,1513,16204,Acció social.,,4343.59,4343.59,4343.59,4343.59
6300,4310,16204,Acció social.,,4343.59,4343.59,4343.59,4343.59
1100,9121,16209,Altres despeses socials: garantització salari,,,,2330.61,2330.61
1120,9240,16209,Altres despeses socials: garantització salari,,,,1295.52,1295.52
1200,1520,16209,Altres despeses socials: garantització salari,,,,502.94,502.94
1300,9122,16209,Altres despeses socials: garantització salari,,,,658.16,658.16
1500,4320,16209,Altres despeses socials: garantització salari,,,,5724.93,5724.93
1600,4321,16209,Altres despeses socials: garantització salari,,,,3158.54,3158.54
2000,9209,16209,Altres despeses socials: garantització salari,,,,1248.21,1248.21
2110,9204,16209,Altres despeses socials: garantització salari,,,,5750.98,5750.98
2120,9205,16209,Altres despeses socials: garantització salari,,,,7193.79,7193.79
2130,9250,16209,Altres despeses socials: garantització salari,,,,6915.63,6915.63
2140,9207,16209,Altres despeses socials: garantització salari,,,,1311.47,1311.47
2210,9203,16209,Altres despeses socials: garantització salari,,,,3429.02,3429.02
2220,9203,16209,Altres despeses socials: garantització salari,,,,18769.42,18769.42
2230,1514,16209,Altres despeses socials: garantització salari,,,,517.36,517.36
2230,9210,16209,Altres despeses socials: garantització salari,,,,593.33,593.33
2310,9320,16209,Altres despeses socials: garantització salari,,,,241.57,241.57
2320,9320,16209,Altres despeses socials: garantització salari,,,,95.82,95.82
2330,9320,16209,Altres despeses socials: garantització salari,,,,206.65,206.65
2400,9201,16209,Altres despeses socials: garantització salari,,,,6320.47,6320.47
2410,9203,16209,Altres despeses socials: garantització salari,,,,1797.1,1797.1
2500,9320,16209,Altres despeses socials: garantització salari,,,,67.47,67.47
3000,1620,16209,Altres despeses socials: garantització salari,,,,332.61,332.61
3000,9210,16209,Altres despeses socials: garantització salari,,,,6068.08,6068.08
3110,1320,16209,Altres despeses socials: garantització salari,,,,61430.98,61430.98
3120,1551,16209,Altres despeses socials: garantització salari,,,,6482.35,6482.35
3130,1620,16209,Altres despeses socials: garantització salari,,,,1307.55,1307.55
3130,1640,16209,Altres despeses socials: garantització salari,,,,696.09,696.09
3130,1720,16209,Altres despeses socials: garantització salari,,,,635.19,635.19
3130,4311,16209,Altres despeses socials: garantització salari,,,,980.11,980.11
3210,1710,16209,Altres despeses socials: garantització salari,,,,4580.98,4580.98
3220,1552,16209,Altres despeses socials: garantització salari,,,,10697.18,10697.18
4000,2310,16209,Altres despeses socials: garantització salari,,,,614.58,614.58
4100,2310,16209,Altres despeses socials: garantització salari,,,,633.16,633.16
4110,2310,16209,Altres despeses socials: garantització salari,,,,561.18,561.18
4110,2311,16209,Altres despeses socials: garantització salari,,,,5955.62,5955.62
4110,2321,16209,Altres despeses socials: garantització salari,,,,479.52,479.52
4110,2330,16209,Altres despeses socials: garantització salari,,,,2180.45,2180.45
4120,2310,16209,Altres despeses socials: garantització salari,,,,3679.66,3679.66
